time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-10-01T15:56:25.914Z,17.0499,147.0703,36.767,4.9,mb,144,79,20.306,0.54,us,us6000iq0j,2022-10-04T16:33:42.040Z,"247 km NE of Saipan, Northern Mariana Islands",earthquake,11.01,7.005,0.041,196,reviewed,us,us
2022-10-01T15:26:38.877Z,-30.6651,-179.0381,205.408,4.9,mb,148,65,7.223,0.61,us,us6000iq0c,2022-10-04T15:48:58.040Z,"Kermadec Islands region",earthquake,11.72,6.372,0.043,176,reviewed,us,us
2022-10-01T15:02:31.340Z,31.3447,131.4455,22.775,5.7,mww,185,49,0.864,1,us,us6000iq08,2022-10-04T15:12:10.005Z,"24 km SE of Kushima, Japan",earthquake,6.04,1.039,0.086,13,reviewed,us,us
2022-10-01T14:28:11.825Z,63.3058,-153.7699,6.5,2.8,ml,,,,0.95,ak,ak022cldr6lo,2022-10-04T14:34:45.040Z,"44 km NE of Nikolai, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-10-01T14:24:28.346Z,58.3513,-133.2757,0,2.8,ml,,,,1.24,ak,ak022cldqd5c,2022-10-04T14:24:45.040Z,"Southeastern Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-10-01T13:57:27.970Z,17.9978,-68.4593,154,3.81,md,13,278,0.5219,0.37,pr,pr2022274002,2022-10-04T14:14:38.040Z,"44 km SSE of Boca de Yuma, Dominican Republic",earthquake,4.44,1.58,0.14,8,reviewed,pr,pr
2022-10-01T13:50:16.179Z,-3.8325,101.8353,60.652,4.9,mb,57,95,1.235,0.69,us,us6000ipzr,2022-10-04T14:10:19.504Z,"47 km W of Bengkulu, Indonesia",earthquake,8.31,8.047,0.094,39,reviewed,us,us
2022-10-01T13:43:34.811Z,-14.5426,166.8006,65.835,4.9,mb,46,85,0.98,0.83,us,us6000ipzp,2022-10-04T14:03:25.040Z,"62 km NNW of Port-Olry, Vanuatu",earthquake,9.51,6.456,0.098,35,reviewed,us,us
2022-10-01T13:41:38.760Z,53.9596,-35.1858,10,4.6,mb,113,68,18.971,0.6,us,us6000ipzu,2022-10-04T13:57:10.040Z,"Reykjanes Ridge",earthquake,11.06,1.844,0.055,105,reviewed,us,us
2022-10-01T12:49:21.595Z,31.68716188,-104.1974227,7.802587891,2.9,ml,32,48,0.05959517178,0.2,tx,tx2022tfts,2022-10-03T18:43:21.928Z,"western Texas",earthquake,0.6807984016,0.8017526363000002,0.1,16,reviewed,tx,tx
2022-10-01T12:44:47.759Z,28.6464,140.4821,48.502,5,mww,67,94,4.491,0.93,us,us6000ipzg,2022-10-01T13:07:00.040Z,"Bonin Islands, Japan region",earthquake,3.51,6.773,0.075,17,reviewed,us,us
2022-10-01T12:32:24.857Z,-58.802,-23.0476,10,4.6,mb,18,93,8.691,0.5,us,us6000ipze,2022-10-01T12:57:54.040Z,"South Sandwich Islands region",earthquake,13.64,1.866,0.137,17,reviewed,us,us
2022-10-01T12:30:27.140Z,36.69933333,-97.6685,7,2.76,ml,98,51,0,0.19,ok,ok2022tftc,2022-10-03T15:31:32.150Z,"Oklahoma",earthquake,,0.5,0.24,32,reviewed,ok,ok
2022-10-01T11:05:33.289Z,17.0729,147.0828,35,4.6,mb,46,102,4.069,0.52,us,us6000ipyt,2022-10-01T11:40:03.040Z,"Mariana Islands region",earthquake,11.56,1.924,0.08,47,reviewed,us,us
2022-10-01T10:43:42.767Z,54.4871,-159.5799,26.955,3.7,ml,47,214,0.345,0.64,us,us6000ipyl,2022-10-01T18:17:03.475Z,"111 km SSE of Sand Point, Alaska",earthquake,8.18,13.93,0.06,36,reviewed,us,us
2022-10-01T10:36:26.860Z,19.1845,-155.460166666667,32.13,3.09,ml,55,112,,0.1,hv,hv73162437,2022-10-05T22:43:44.103Z,"2 km SE of Pāhala, Hawaii",earthquake,0.44,0.46,0.176261330078745,37,reviewed,hv,hv
2022-10-01T10:25:16.581Z,-4.3241,143.9537,102.444,4.9,mb,62,68,5.967,0.9,us,us6000ipyg,2022-10-01T10:48:22.040Z,"New Guinea, Papua New Guinea",earthquake,10.77,7.427,0.049,131,reviewed,us,us
2022-10-01T09:01:34.500Z,18.6936,-66.9413,79,3.71,md,28,200,0.2828,0.2,pr,pr2022274001,2022-10-02T00:42:03.711Z,"23 km NNE of Isabela, Puerto Rico",earthquake,0.85,0.86,0.11,25,reviewed,pr,pr
2022-10-01T08:40:25.663Z,-23.3998,-66.822,215.252,4.4,mb,15,141,1.326,0.44,us,us6000ipy3,2022-10-01T13:05:55.040Z,"104 km NNW of San Antonio de los Cobres, Argentina",earthquake,7.02,11.751,0.19,8,reviewed,us,us
2022-10-01T08:05:39.441Z,13.0137,-91.3424,10,4.3,mb,26,222,1.718,1.12,us,us6000ipxw,2022-10-01T08:16:35.040Z,"near the coast of Guatemala",earthquake,8.52,1.993,0.133,16,reviewed,us,us
2022-10-01T07:44:38.050Z,17.9776,-66.99,6,3.01,md,21,194,0.1108,0.1,pr,pr2022274000,2022-10-01T14:19:54.541Z,"5 km E of La Parguera, Puerto Rico",earthquake,0.38,0.19,0.28,10,reviewed,pr,pr
2022-10-01T07:21:17.662Z,-33.8767,179.3255,185.264,4.6,mb,24,104,3.77,1.02,us,us6000ipxq,2022-10-01T07:39:30.040Z,"south of the Kermadec Islands",earthquake,8.43,8.885,0.119,21,reviewed,us,us
2022-10-01T07:14:45.720Z,40.4563333,-121.5506667,2.2,2.47,md,25,53,0.0261,0.11,nc,nc73787866,2022-10-02T06:26:12.227Z,"11km N of Mineral, CA",earthquake,0.19,0.34,0.184,45,reviewed,nc,nc
2022-10-01T07:01:47.030Z,19.478,-155.59,-0.69,3.47,md,46,52,,0.15,hv,hv73162122,2022-10-01T23:23:57.604Z,"Hawaii region, Hawaii",earthquake,0.22,0.19,0.0728792818556352,11,reviewed,hv,hv
2022-10-01T06:23:55.112Z,-7.9704,-74.5489,157.34,4.7,mb,54,99,1.843,0.85,us,us6000ipxd,2022-10-01T23:05:09.255Z,"45 km N of Pucallpa, Peru",earthquake,7.98,7.653,0.077,52,reviewed,us,us
2022-10-01T06:18:56.045Z,-30.6992,-179.7772,377.075,4.3,mb,28,135,2.156,0.75,us,us6000ipxa,2022-10-01T06:42:54.040Z,"Kermadec Islands region",earthquake,15.47,9.919,0.111,23,reviewed,us,us
2022-10-01T06:12:14.468Z,63.0018,-150.7773,110.4,3,ml,,,,0.41,ak,ak022cl8wam0,2022-10-01T06:46:35.040Z,"56 km N of Petersville, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-10-01T05:41:14.745Z,39.6159,40.5218,3.09,4.3,mb,30,84,0.402,0.55,us,us6000ipx6,2022-10-01T06:02:45.040Z,"20 km N of Yedisu, Turkey",earthquake,4.42,2.55,0.188,8,reviewed,us,us
2022-10-01T05:33:38.018Z,-20.9225,-69.1316,116.968,4.1,mb,18,70,0.353,0.81,us,us6000ipx4,2022-10-01T05:58:32.040Z,"132 km SE of Iquique, Chile",earthquake,8.27,7.894,0.213,6,reviewed,us,us
2022-10-01T05:27:56.559Z,17.8206,-61.5376,27.159,4.2,mwr,82,184,0.281,0.6,us,us6000ipx3,2022-10-01T05:40:36.040Z,"37 km ENE of Codrington, Antigua and Barbuda",earthquake,4.1,4.225,0.055,32,reviewed,us,us
2022-10-01T05:12:39.411Z,-1.395,-15.2519,10,5,mb,51,46,6.555,0.71,us,us6000ipx1,2022-10-01T05:30:27.040Z,"north of Ascension Island",earthquake,10.55,1.878,0.082,47,reviewed,us,us
2022-10-01T04:58:04.396Z,53.8452,-35.289,10,4.8,mb,40,101,9.127,0.91,us,us6000ipx0,2022-10-01T05:16:23.040Z,"Reykjanes Ridge",earthquake,8.05,1.895,0.057,96,reviewed,us,us
2022-10-01T04:46:01.650Z,53.8219,-35.2219,10,4.5,mb,26,129,18.562,0.9,us,us6000irjb,2022-10-07T01:43:52.040Z,"Reykjanes Ridge",earthquake,14.29,1.926,0.15,13,reviewed,us,us
2022-10-01T04:26:41.534Z,17.0358,146.9904,50.153,4.7,mb,39,142,3.992,0.47,us,us6000ipwy,2022-10-01T04:49:42.040Z,"Alamagan region, Northern Mariana Islands",earthquake,12.95,8.073,0.096,33,reviewed,us,us
2022-10-01T04:25:50.666Z,17.0886,147.0892,48.911,4.7,mb,30,154,4.086,0.78,us,us6000ipwx,2022-10-01T04:42:10.040Z,"251 km NE of Saipan, Northern Mariana Islands",earthquake,9.73,6.637,0.102,29,reviewed,us,us
2022-10-01T04:25:10.001Z,53.7866,-35.2019,10,4.5,mb,30,148,9.205,0.91,us,us6000irja,2022-10-07T01:25:04.040Z,"Reykjanes Ridge",earthquake,11.71,1.846,0.135,16,reviewed,us,us
2022-10-01T04:08:20.265Z,52.4931,143.3965,10,4.5,mb,40,103,5.556,0.73,us,us6000irix,2022-10-07T01:02:23.040Z,"79 km NNE of Nogliki, Russia",earthquake,9.81,1.872,0.132,18,reviewed,us,us
2022-10-01T03:54:57.693Z,16.9974,147.0804,56.066,5.4,mww,70,95,4.005,0.72,us,us6000ipwl,2022-10-02T04:05:01.680Z,"243 km NE of Saipan, Northern Mariana Islands",earthquake,9.74,5.163,0.098,10,reviewed,us,us
2022-10-01T03:34:03.795Z,-58.3681,-23.3742,10,4.4,mb,18,93,8.354,1.01,us,us6000iriw,2022-10-07T00:17:53.040Z,"South Sandwich Islands region",earthquake,11.66,1.794,0.138,15,reviewed,us,us
2022-10-01T02:41:34.770Z,58.3529,-133.2872,0,2.8,ml,,,,0.77,ak,ak022cl6otk5,2022-10-01T02:50:12.040Z,"Southeastern Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-10-01T02:40:06.723Z,36.3661,137.0386,264.173,4,mb,28,76,0.803,0.55,us,us6000iriv,2022-10-06T23:26:16.040Z,"eastern Honshu, Japan",earthquake,7.15,5.743,0.196,7,reviewed,us,us
2022-10-01T02:18:39.835Z,44.2043,-115.0954,10,2.5,ml,10,91,0.809,0.65,us,us6000ipvn,2022-10-01T02:33:00.040Z,"12 km W of Stanley, Idaho",earthquake,1.62,2.013,0.057,40,reviewed,us,us
2022-10-01T02:06:09.232Z,53.8065,-35.2358,10,4.8,mb,41,101,9.177,0.89,us,us6000ipvm,2022-10-01T02:25:40.040Z,"Reykjanes Ridge",earthquake,11.25,1.907,0.047,142,reviewed,us,us
2022-10-01T02:02:33.450Z,48.06783333333333,-124.613,40.7,2.95,ml,29,181,0.1521,0.33,uw,uw61876107,2022-10-04T07:03:17.882Z,"Olympic Peninsula, Washington",earthquake,1,0.72,0.20438363118445535,24,reviewed,uw,uw
2022-10-01T01:39:23.759Z,53.7163,-35.5555,10,4.5,mb,19,145,9.153,0.64,us,us6000irit,2022-10-06T23:11:57.040Z,"Reykjanes Ridge",earthquake,13.06,1.965,0.17,11,reviewed,us,us
2022-10-01T01:28:21.536Z,53.7222,-35.4384,10,4.6,mb,42,144,15.214,0.79,us,us6000ipvd,2022-10-06T22:50:10.040Z,"Reykjanes Ridge",earthquake,12.63,1.939,0.092,35,reviewed,us,us
2022-10-01T01:18:53.397Z,53.7062,-35.5418,10,6,mww,118,36,9.166,0.81,us,us6000ipva,2022-10-02T01:22:33.479Z,"Reykjanes Ridge",earthquake,8.21,1.769,0.03,106,reviewed,us,us
2022-09-30T23:24:30.045Z,60.3943,-152.8017,8.76,3.4,ml,22,106,0.029,0.61,us,us6000ipv8,2022-10-01T02:25:58.040Z,"Southern Alaska",earthquake,1.89,3.112,0.115,10,reviewed,us,us
2022-09-30T23:23:35.109Z,60.4663,-152.7462,9.9,4,ml,,,,0.86,ak,ak022cjvjpsi,2022-10-04T15:29:39.040Z,"75 km NW of Ninilchik, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2022-09-30T22:52:43.612Z,-6.1562,147.5393,52.782,4.3,mb,17,121,3.249,0.7,us,us6000irig,2022-10-07T04:50:04.040Z,"55 km NW of Finschhafen, Papua New Guinea",earthquake,11.89,9.23,0.16,11,reviewed,us,us
2022-09-30T21:44:23.010Z,2.075,129.0628,10,4.9,mb,60,107,2.133,0.78,us,us6000ipsr,2022-09-30T22:00:27.040Z,"123 km ENE of Tobelo, Indonesia",earthquake,7.8,1.866,0.058,92,reviewed,us,us
2022-09-30T21:10:45.092Z,54.0657,-35.1713,10,4.6,mb,91,105,8.98,0.57,us,us6000irie,2022-10-07T04:34:35.040Z,"Reykjanes Ridge",earthquake,5.46,1.894,0.06,82,reviewed,us,us
2022-09-30T20:37:38.875Z,2.0314,98.9577,11.436,5,mb,97,51,0.659,0.59,us,us6000ips6,2022-10-01T16:09:09.836Z,"37 km NNE of Sibolga, Indonesia",earthquake,4.02,3.633,0.06,98,reviewed,us,us
2022-09-30T19:52:05.767Z,53.9025,-35.3176,10,4.8,mb,162,76,9.07,0.74,us,us6000iprv,2022-09-30T20:51:17.040Z,"Reykjanes Ridge",earthquake,9.5,1.842,0.044,167,reviewed,us,us
2022-09-30T19:50:38.499Z,2.226,98.8645,47.323,4.9,mb,103,45,0.468,0.71,us,us6000iprr,2022-10-01T15:47:50.040Z,"47 km S of Tomok Bolon, Indonesia",earthquake,6.58,6.28,0.06,94,reviewed,us,us
2022-09-30T19:28:40.540Z,2.1088,98.9283,21.214,5.9,mww,203,32,0.581,0.92,us,us6000ipri,2022-10-04T15:39:03.040Z,"43 km NNE of Sibolga, Indonesia",earthquake,5.46,3.384,0.052,35,reviewed,us,us
2022-09-30T19:23:14.650Z,19.4795,-155.604,-1.53,2.67,ml,28,56,,0.18,hv,hv73161357,2022-09-30T21:37:56.040Z,"27 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.29,0.18,0.0818676118413819,7,reviewed,hv,hv
2022-09-30T19:02:26.205Z,-21.8884,-68.6543,137.837,4,mb,17,167,0.554,0.75,us,us6000iprc,2022-09-30T21:23:45.040Z,"68 km NNE of Calama, Chile",earthquake,6.95,6.599,0.518,1,reviewed,us,us
2022-09-30T18:18:09.443Z,15.2659,-94.3497,51.027,4.5,mb,57,157,2.358,0.63,us,us6000ipr9,2022-09-30T19:56:07.040Z,"95 km SW of Cabeza de Toro, Mexico",earthquake,10.76,4.619,0.055,102,reviewed,us,us
2022-09-30T17:32:35.898Z,12.2571,-88.3306,13.016,5.2,mww,259,115,1.205,0.67,us,us6000ipny,2022-10-01T15:28:51.040Z,"108 km SSW of Intipucá, El Salvador",earthquake,4.55,3.969,0.052,36,reviewed,us,us
2022-09-30T16:16:51.940Z,17.9566666666667,-66.8108333333333,12.73,2.46,md,12,176,,0.16,pr,pr71373938,2022-09-30T17:38:10.600Z,"4 km SSE of Indios, Puerto Rico",earthquake,0.35,0.41,0.0307821874224254,5,reviewed,pr,pr
2022-09-30T15:45:50.546Z,-14.2192,167.353,197.486,4.6,mb,72,69,1.229,0.85,us,us6000ipnf,2022-09-30T17:12:57.040Z,"43 km SSW of Sola, Vanuatu",earthquake,7.97,4.331,0.065,70,reviewed,us,us
2022-09-30T14:47:58.554Z,-5.1339,153.3902,35,4.3,mb,32,98,7.496,0.48,us,us6000iri3,2022-10-07T09:00:11.040Z,"New Ireland region, Papua New Guinea",earthquake,10.83,1.916,0.116,21,reviewed,us,us
2022-09-30T14:37:20.034Z,22.85,121.376,10,4.6,mb,59,104,0.275,0.5,us,us6000ipn2,2022-10-01T05:37:58.040Z,"98 km ESE of Yujing, Taiwan",earthquake,5.27,1.879,0.078,49,reviewed,us,us
2022-09-30T14:31:11.105Z,9.4456,126.4916,35,4.3,mb,48,140,2.527,0.45,us,us6000ipn7,2022-10-01T04:58:46.040Z,"37 km ENE of Cortes, Philippines",earthquake,6.79,1.897,0.09,35,reviewed,us,us
2022-09-30T14:30:23.877Z,-2.4547,121.3631,10,4.2,mb,23,76,1.988,0.52,us,us6000iri4,2022-10-07T11:09:44.040Z,"135 km SSE of Poso, Indonesia",earthquake,6.72,1.922,0.147,13,reviewed,us,us
2022-09-30T13:52:19.071Z,-24.6983,-177.2771,117.68,4.6,mb,31,121,3.999,0.55,us,us6000irhz,2022-10-07T08:22:51.040Z,"south of the Fiji Islands",earthquake,11.21,7.493,0.109,26,reviewed,us,us
2022-09-30T13:33:52.747Z,53.9734,-35.3074,10,4.6,mb,46,72,9.013,0.38,us,us6000iri8,2022-10-07T11:48:44.040Z,"Reykjanes Ridge",earthquake,10.93,1.93,0.09,37,reviewed,us,us
2022-09-30T13:22:38.917Z,-20.0335,-69.9954,51.035,2.9,ml,11,139,0.268,0.35,us,us6000ipms,2022-10-02T21:04:53.969Z,"25 km NE of Iquique, Chile",earthquake,4.69,4.809,0.074,24,reviewed,us,us
2022-09-30T12:57:31.622Z,-6.6378,104.6916,42.829,4.5,mb,28,80,2.847,0.48,us,us6000irhy,2022-10-07T07:45:59.040Z,"129 km WSW of Labuan, Indonesia",earthquake,9.13,7.994,0.124,19,reviewed,us,us
2022-09-30T12:50:10.103Z,54.0141,-35.2894,10,4.8,mb,77,92,8.985,0.36,us,us6000ipml,2022-09-30T13:09:47.040Z,"Reykjanes Ridge",earthquake,4.95,1.866,0.05,124,reviewed,us,us
